order_id,customer_id,order_date,status,payment_method,shipping_cost
2202,2307,2021-06-25,Completed,Credit Card,0.0
2203,4653,2022-09-16,Completed,Credit Card,9.99
2204,4970,2022-04-21,Completed,PayPal,5.99
2205,4702,2022-03-11,Pending,Debit Card,5.99
2206,3918,2021-08-17,Completed,Credit Card,9.99
2207,89,2023-04-13,Completed,Credit Card,9.99
2208,1718,2021-06-02,Completed,Credit Card,9.99
2209,1052,2023-06-03,Completed,Debit Card,5.99
2210,169,2023-04-12,Completed,Debit Card,0.0
2211,2295,2023-08-24,Completed,Credit Card,14.99
2212,1538,2022-09-22,Completed,Credit Card,14.99
2213,2551,2022-09-22,Completed,Credit Card,0.0
2214,4060,2023-04-27,Completed,Debit Card,9.99
2215,2096,2023-09-24,Completed,PayPal,5.99
2216,1746,2021-03-23,Completed,Cash,5.99
2217,1679,2023-09-26,Completed,Credit Card,0.0
2218,2514,2021-08-23,Completed,Debit Card,5.99
2219,2503,2021-08-18,Pending,Debit Card,0.0
2220,1063,2023-12-16,Pending,Cash,5.99
2221,856,2022-11-08,Pending,Credit Card,0.0
2222,356,2021-05-20,Completed,Debit Card,5.99
2223,3370,2021-08-14,Completed,Credit Card,5.99
2224,2960,2021-08-30,Completed,Debit Card,9.99
2225,544,2023-01-28,Cancelled,Credit Card,0.0
2226,369,2023-10-09,Returned,PayPal,9.99
2227,171,2024-01-22,Cancelled,PayPal,5.99
2228,2411,2023-07-19,Completed,Credit Card,9.99
2229,3237,2021-09-20,Pending,Debit Card,5.99
2230,16,2022-05-07,Completed,Credit Card,9.99
2231,538,2021-05-03,Completed,Credit Card,5.99
2232,99,2022-02-08,Completed,Credit Card,5.99
2233,2395,2023-10-11,Completed,Credit Card,5.99
2234,906,2021-08-29,Completed,PayPal,14.99
2235,1633,2022-10-22,Completed,Credit Card,9.99
2236,1000,2023-01-26,Completed,Debit Card,5.99
2237,1921,2023-11-23,Completed,PayPal,0.0
2238,2755,2023-04-01,Cancelled,Cash,9.99
2239,3002,2021-01-22,Completed,PayPal,14.99
2240,2736,2022-01-08,Completed,Credit Card,0.0
2241,3730,2023-04-04,Completed,PayPal,14.99
2242,4680,2022-09-10,Pending,Credit Card,0.0
2243,2486,2021-09-24,Completed,Cash,14.99
2244,1091,2022-03-07,Completed,Debit Card,9.99
2245,388,2023-04-06,Completed,PayPal,5.99
2246,3870,2021-12-31,Completed,Credit Card,5.99
2247,1203,2022-09-12,Completed,Debit Card,5.99
2248,1048,2022-11-26,Cancelled,PayPal,5.99
2249,1901,2023-11-10,Completed,PayPal,14.99
2250,4889,2024-01-07,Completed,Credit Card,9.99
2251,2928,2022-08-08,Cancelled,Cash,5.99
2252,3468,2023-02-10,Pending,Credit Card,14.99
2253,3804,2022-02-27,Completed,Debit Card,5.99
2254,1069,2023-07-03,Pending,Debit Card,9.99
2255,698,2021-05-22,Completed,Credit Card,9.99
2256,4007,2022-07-30,Completed,Credit Card,14.99
2257,3095,2023-08-04,Completed,PayPal,0.0
2258,629,2023-10-15,Completed,Credit Card,5.99
2259,4283,2022-12-11,Completed,Credit Card,5.99
2260,4915,2021-02-22,Completed,PayPal,5.99
2261,4582,2023-11-30,Completed,PayPal,5.99
2262,4769,2021-02-17,Completed,Debit Card,9.99
2263,4541,2023-01-02,Completed,Credit Card,5.99
2264,4070,2023-07-31,Completed,Credit Card,5.99
2265,4537,2021-05-15,Completed,Debit Card,0.0
2266,3719,2021-05-19,Completed,Debit Card,0.0
2267,4024,2023-10-17,Completed,Debit Card,5.99
2268,3470,2023-12-19,Completed,PayPal,0.0
2269,3901,2022-06-13,Completed,Credit Card,0.0
2270,3588,2022-09-21,Completed,Credit Card,5.99
2271,3040,2022-07-26,Completed,Cash,0.0
2272,521,2021-04-11,Returned,Debit Card,0.0
2273,1784,2021-05-04,Completed,Debit Card,9.99
2274,4097,2021-11-16,Completed,Cash,9.99
2275,3936,2023-09-26,Completed,Cash,5.99
2276,3807,2022-06-18,Cancelled,Debit Card,5.99
2277,627,2023-11-09,Completed,Credit Card,14.99
2278,1056,2022-06-08,Completed,Cash,0.0
2279,1746,2021-12-15,Completed,Debit Card,5.99
2280,4969,2022-07-20,Completed,Credit Card,5.99
2281,4400,2022-09-21,Completed,Debit Card,9.99
2282,689,2022-04-19,Completed,Credit Card,14.99
2283,4367,2023-06-24,Completed,PayPal,5.99
2284,4701,2022-02-24,Completed,Credit Card,5.99
2285,1829,2023-04-12,Completed,PayPal,5.99
2286,3740,2023-03-10,Completed,PayPal,14.99
2287,1317,2023-05-27,Completed,PayPal,9.99
2288,342,2021-04-17,Completed,Debit Card,5.99
2289,2276,2022-08-10,Pending,PayPal,9.99
2290,4151,2022-09-26,Completed,Credit Card,0.0
2291,3904,2024-01-09,Completed,Credit Card,5.99
2292,1842,2023-03-25,Completed,PayPal,0.0
2293,319,2023-07-29,Completed,Credit Card,0.0
2294,2253,2021-08-28,Completed,Credit Card,5.99
2295,2960,2021-09-02,Completed,Credit Card,9.99
2296,958,2024-01-08,Returned,Credit Card,5.99
2297,4809,2023-12-10,Completed,PayPal,5.99
2298,2072,2021-06-05,Completed,Debit Card,0.0
2299,2614,2023-04-14,Completed,Credit Card,5.99
2300,2799,2021-05-19,Completed,PayPal,5.99
2301,4107,2023-12-14,Completed,Credit Card,5.99
2302,3358,2021-12-12,Completed,PayPal,5.99
2303,4177,2023-10-01,Completed,Credit Card,5.99
2304,693,2023-06-22,Cancelled,Debit Card,5.99
2305,3738,2022-03-28,Completed,Credit Card,5.99
2306,1830,2022-08-29,Pending,Credit Card,0.0
2307,2299,2023-07-02,Completed,PayPal,5.99
2308,930,2023-08-08,Completed,Credit Card,5.99
2309,4412,2022-08-14,Completed,Cash,9.99
2310,4551,2023-05-06,Completed,Debit Card,9.99
2311,251,2023-06-17,Returned,Credit Card,14.99
2312,4085,2023-11-27,Completed,Debit Card,5.99
2313,4742,2022-08-21,Completed,Credit Card,5.99
2314,3300,2023-02-07,Completed,Debit Card,9.99
2315,2554,2021-09-14,Completed,Cash,5.99
2316,329,2023-08-06,Returned,Credit Card,0.0
2317,2032,2022-04-27,Completed,Debit Card,9.99
2318,877,2022-05-12,Completed,Credit Card,0.0
2319,2850,2021-07-29,Completed,Debit Card,0.0
2320,3969,2023-11-24,Pending,Credit Card,9.99
2321,2614,2023-12-01,Completed,Credit Card,9.99
2322,4178,2021-08-03,Completed,Cash,9.99
2323,2716,2022-10-13,Completed,Credit Card,0.0
2324,1579,2023-05-01,Completed,Debit Card,9.99
2325,4660,2023-10-12,Completed,Debit Card,9.99
2326,869,2022-11-01,Completed,Debit Card,9.99
2327,4419,2022-08-07,Completed,Debit Card,9.99
2328,2665,2021-09-05,Completed,Debit Card,5.99
2329,1954,2022-03-14,Completed,Credit Card,0.0
2330,3206,2022-11-18,Completed,Cash,9.99
2331,1149,2022-07-22,Completed,PayPal,5.99
2332,271,2022-12-22,Cancelled,Credit Card,5.99
2333,2964,2022-12-05,Pending,Credit Card,9.99
2334,2285,2023-06-17,Completed,PayPal,5.99
2335,2505,2023-07-25,Completed,Cash,5.99
2336,4923,2021-03-03,Completed,Cash,5.99
2337,1567,2023-08-01,Completed,PayPal,0.0
2338,1930,2021-05-05,Completed,Credit Card,0.0
2339,4781,2023-09-03,Completed,Cash,9.99
2340,1497,2023-06-25,Completed,PayPal,0.0
2341,3671,2021-04-24,Pending,Credit Card,0.0
2342,665,2022-09-25,Completed,Credit Card,14.99
2343,4617,2023-02-04,Completed,Credit Card,0.0
2344,2591,2022-11-22,Completed,Debit Card,5.99
2345,2062,2022-03-08,Completed,Credit Card,14.99
2346,255,2021-02-24,Completed,Credit Card,5.99
2347,3364,2021-02-10,Completed,Credit Card,9.99
2348,1867,2021-05-26,Completed,Credit Card,14.99
2349,4232,2023-09-21,Completed,Credit Card,9.99
2350,2573,2022-02-06,Pending,PayPal,5.99
2351,3445,2021-08-01,Completed,Credit Card,5.99
2352,3737,2022-06-21,Completed,Cash,5.99
2353,70,2021-08-02,Completed,PayPal,9.99
2354,1150,2021-11-06,Completed,Cash,9.99
2355,447,2023-08-23,Completed,Debit Card,9.99
2356,3836,2021-12-19,Completed,Credit Card,5.99
2357,612,2022-12-21,Returned,Credit Card,5.99
2358,2910,2021-12-26,Pending,Credit Card,5.99
2359,1616,2021-08-11,Completed,Cash,0.0
2360,3758,2022-01-11,Cancelled,Credit Card,9.99
2361,4579,2023-01-02,Completed,Debit Card,0.0
2362,2287,2023-02-22,Completed,PayPal,5.99
2363,1523,2023-07-07,Completed,Cash,9.99
2364,452,2021-09-18,Completed,PayPal,0.0
2365,2838,2022-06-14,Completed,Debit Card,14.99
2366,2942,2021-04-18,Completed,Credit Card,0.0
2367,2853,2023-01-22,Completed,Debit Card,14.99
2368,2758,2023-01-20,Completed,Credit Card,5.99
2369,1795,2022-12-02,Completed,PayPal,0.0
2370,2619,2021-11-29,Pending,Debit Card,5.99
2371,2188,2022-10-31,Completed,Credit Card,9.99
2372,2314,2021-08-03,Completed,Cash,5.99
2373,296,2023-10-18,Completed,Credit Card,5.99
2374,3688,2023-08-19,Completed,PayPal,14.99
2375,4229,2022-08-15,Completed,PayPal,0.0
2376,4862,2023-12-26,Completed,PayPal,9.99
2377,3385,2022-12-29,Completed,Credit Card,0.0
2378,3736,2023-06-02,Completed,Credit Card,5.99
2379,3834,2022-10-19,Completed,PayPal,0.0
2380,4124,2021-11-16,Completed,PayPal,5.99
2381,4306,2023-04-07,Completed,Credit Card,0.0
2382,4408,2022-09-23,Completed,Credit Card,5.99
2383,4816,2021-11-15,Returned,Credit Card,5.99
2384,1350,2022-07-07,Completed,Cash,5.99
2385,1110,2022-03-19,Completed,Credit Card,5.99
2386,868,2023-06-16,Completed,Credit Card,5.99
2387,257,2022-09-23,Completed,Debit Card,0.0
2388,318,2021-11-13,Returned,Credit Card,14.99
2389,3732,2023-11-01,Completed,Cash,5.99
2390,1146,2021-10-04,Completed,Credit Card,0.0
2391,75,2021-11-12,Completed,Credit Card,5.99
2392,2272,2021-02-18,Completed,Debit Card,9.99
2393,178,2022-01-14,Completed,Credit Card,0.0
2394,2543,2021-09-18,Completed,Credit Card,0.0
2395,4051,2021-04-16,Completed,Credit Card,9.99
2396,558,2022-07-18,Completed,Credit Card,5.99
2397,1023,2021-05-30,Completed,PayPal,5.99
2398,1424,2021-01-08,Cancelled,Credit Card,14.99
2399,2418,2023-05-07,Completed,Cash,0.0
2400,3298,2022-08-23,Completed,Debit Card,5.99
2401,866,2023-04-12,Completed,Credit Card,5.99
2402,3634,2021-03-27,Completed,Credit Card,0.0
2403,3007,2023-07-27,Completed,Debit Card,0.0
2404,4029,2021-11-28,Completed,Credit Card,5.99
2405,4403,2023-02-10,Completed,Credit Card,0.0
2406,128,2022-11-29,Completed,Credit Card,5.99
2407,2290,2021-11-17,Completed,Debit Card,14.99
2408,777,2021-05-07,Returned,Debit Card,9.99
2409,189,2021-08-07,Completed,Credit Card,5.99
2410,2545,2022-07-25,Completed,Debit Card,0.0
2411,4522,2023-11-18,Completed,PayPal,5.99
2412,3503,2023-08-03,Completed,Credit Card,5.99
2413,3350,2023-05-09,Completed,PayPal,14.99
2414,3961,2021-04-07,Completed,Debit Card,14.99
2415,671,2023-04-23,Completed,Cash,5.99
2416,4275,2023-07-14,Completed,Credit Card,0.0
2417,3428,2022-04-20,Completed,Cash,14.99
2418,2107,2023-06-19,Completed,Debit Card,9.99
2419,2240,2021-12-15,Completed,Debit Card,5.99
2420,1221,2023-02-05,Completed,Debit Card,5.99
2421,3551,2021-03-10,Completed,Credit Card,5.99
2422,1033,2021-04-23,Completed,Cash,14.99
2423,2395,2022-05-04,Completed,Debit Card,0.0
2424,2463,2021-11-26,Completed,Credit Card,9.99
2425,4077,2021-08-29,Completed,Credit Card,0.0
2426,486,2022-12-03,Completed,Credit Card,14.99
2427,2120,2023-03-10,Completed,Debit Card,5.99
2428,4612,2022-02-04,Completed,Debit Card,0.0
2429,4495,2022-01-03,Completed,Credit Card,0.0
2430,3395,2021-05-02,Completed,Credit Card,5.99
2431,3851,2023-02-06,Completed,Debit Card,0.0
2432,674,2021-01-03,Completed,Debit Card,5.99
2433,942,2023-05-16,Completed,Credit Card,0.0
2434,129,2022-12-13,Completed,Credit Card,0.0
2435,963,2021-03-27,Completed,Credit Card,5.99
2436,4114,2023-03-24,Cancelled,Cash,5.99
2437,3795,2023-03-07,Completed,Debit Card,5.99
2438,3820,2021-08-21,Completed,Cash,5.99
2439,113,2022-11-19,Completed,Credit Card,5.99
2440,1892,2024-01-13,Completed,PayPal,5.99
2441,1985,2023-12-01,Completed,Debit Card,0.0
2442,1287,2022-06-04,Completed,Credit Card,0.0
2443,2674,2022-07-13,Completed,Credit Card,0.0
2444,3795,2022-12-21,Completed,Debit Card,5.99
2445,386,2021-09-17,Completed,Cash,5.99
2446,2337,2022-03-22,Completed,Credit Card,5.99
2447,2407,2023-03-24,Completed,Credit Card,9.99
2448,1837,2022-05-28,Completed,Debit Card,5.99
2449,239,2022-06-26,Completed,Cash,5.99
2450,3798,2021-05-28,Completed,Debit Card,0.0
2451,2002,2021-07-31,Completed,Credit Card,9.99
2452,1103,2021-02-25,Completed,Credit Card,5.99
2453,2523,2021-03-10,Completed,Credit Card,9.99
2454,3082,2021-12-16,Completed,PayPal,9.99
2455,3467,2021-03-09,Cancelled,PayPal,9.99
2456,4343,2024-01-07,Returned,Debit Card,9.99
2457,4640,2023-02-08,Completed,Credit Card,5.99
2458,3956,2023-10-04,Completed,Cash,5.99
2459,2101,2023-04-08,Completed,Debit Card,14.99
2460,4922,2021-03-11,Completed,Cash,14.99
2461,491,2022-09-02,Completed,Debit Card,5.99
2462,1752,2021-04-30,Completed,PayPal,5.99
2463,468,2023-04-24,Pending,PayPal,9.99
2464,2137,2021-10-22,Completed,Credit Card,5.99
2465,1865,2022-05-17,Completed,Cash,0.0
2466,4206,2022-01-17,Completed,Credit Card,5.99
2467,829,2021-07-17,Completed,PayPal,0.0
2468,3802,2023-01-13,Completed,Cash,5.99
2469,3624,2021-09-03,Completed,Credit Card,9.99
2470,4873,2023-08-13,Completed,Debit Card,0.0
2471,4098,2022-10-08,Completed,Debit Card,14.99
2472,4833,2021-09-13,Completed,PayPal,14.99
2473,4698,2023-02-10,Cancelled,PayPal,9.99
2474,1170,2023-08-27,Completed,Debit Card,14.99
2475,2140,2022-01-02,Completed,PayPal,5.99
2476,3310,2023-04-16,Completed,Credit Card,5.99
2477,4700,2021-02-26,Completed,Credit Card,9.99
2478,1318,2022-11-22,Completed,Credit Card,5.99
2479,2324,2023-12-08,Cancelled,Debit Card,5.99
2480,3827,2023-06-01,Completed,Credit Card,5.99
2481,183,2022-12-26,Completed,Debit Card,5.99
2482,2315,2022-04-25,Completed,Credit Card,9.99
2483,4321,2021-06-15,Completed,PayPal,5.99
2484,993,2022-07-09,Completed,Credit Card,9.99
2485,863,2022-03-10,Completed,Debit Card,5.99
2486,1570,2022-07-08,Completed,Debit Card,5.99
2487,485,2021-12-31,Completed,Cash,0.0
2488,764,2022-01-03,Returned,Debit Card,9.99
2489,4192,2021-03-09,Completed,PayPal,0.0
2490,3490,2023-10-12,Completed,Cash,14.99
2491,2363,2021-04-06,Completed,Debit Card,9.99
2492,2008,2022-08-11,Completed,Credit Card,5.99
2493,1114,2022-03-21,Completed,PayPal,14.99
2494,2028,2021-06-11,Completed,Debit Card,5.99
2495,686,2021-04-03,Cancelled,Credit Card,0.0
2496,2166,2023-07-22,Completed,Debit Card,5.99
2497,2927,2023-07-26,Completed,PayPal,0.0
2498,3105,2021-12-11,Cancelled,Cash,5.99
2499,3045,2021-12-06,Completed,Cash,5.99
2500,794,2021-10-21,Completed,Credit Card,9.99
2501,4179,2023-08-14,Completed,Credit Card,5.99
2502,1022,2022-06-04,Completed,Credit Card,5.99
2503,1361,2022-11-12,Completed,Credit Card,5.99
2504,3799,2023-11-04,Completed,PayPal,5.99
2505,3009,2022-01-30,Completed,Credit Card,0.0
2506,4872,2023-03-31,Pending,Debit Card,0.0
2507,661,2023-09-24,Completed,Debit Card,9.99
2508,3889,2022-08-24,Completed,PayPal,5.99
2509,466,2021-12-03,Completed,Credit Card,0.0
2510,177,2024-01-13,Pending,Credit Card,5.99
2511,2014,2023-03-26,Completed,Credit Card,5.99
2512,2222,2021-03-09,Returned,Credit Card,9.99
2513,1983,2021-06-18,Completed,Cash,14.99
2514,3771,2023-09-23,Completed,PayPal,9.99
2515,2219,2023-03-14,Completed,Credit Card,5.99
2516,1621,2023-08-23,Completed,PayPal,0.0
2517,1267,2023-12-22,Completed,Credit Card,0.0
2518,2901,2023-07-12,Completed,PayPal,5.99
2519,3124,2022-03-14,Completed,Credit Card,5.99
2520,3843,2023-10-27,Completed,PayPal,5.99
2521,2425,2023-11-23,Completed,Credit Card,0.0
2522,233,2021-04-28,Completed,Credit Card,5.99
2523,2709,2021-08-30,Completed,Credit Card,0.0
2524,1721,2021-08-01,Completed,Credit Card,9.99
2525,3113,2021-05-11,Completed,Debit Card,0.0
2526,1132,2022-02-28,Completed,Credit Card,5.99
2527,2583,2021-03-09,Completed,Debit Card,0.0
2528,749,2022-12-18,Completed,Debit Card,5.99
2529,1269,2021-12-19,Completed,Debit Card,0.0
2530,1684,2021-11-05,Completed,PayPal,0.0
2531,1012,2022-03-02,Completed,Credit Card,0.0
2532,599,2023-12-21,Completed,Debit Card,5.99
2533,2758,2022-04-01,Completed,Cash,5.99
2534,2113,2023-01-16,Completed,Debit Card,9.99
2535,895,2021-12-03,Completed,Debit Card,0.0
2536,545,2021-10-30,Completed,Debit Card,0.0
2537,931,2022-03-07,Completed,Credit Card,5.99
2538,4849,2023-08-12,Completed,Debit Card,5.99
2539,222,2023-10-09,Completed,Cash,0.0
2540,1127,2022-11-18,Completed,Credit Card,5.99
2541,228,2021-04-01,Completed,PayPal,9.99
2542,3107,2022-07-07,Completed,Credit Card,5.99
2543,95,2022-08-10,Completed,Credit Card,5.99
2544,4005,2023-12-10,Returned,PayPal,0.0
2545,840,2021-03-03,Completed,PayPal,0.0
2546,2031,2023-03-26,Completed,PayPal,14.99
2547,3294,2022-05-11,Completed,Cash,0.0
2548,4777,2022-01-19,Completed,Credit Card,0.0
2549,1671,2022-06-25,Completed,Debit Card,14.99
2550,433,2022-07-25,Completed,Credit Card,9.99
2551,271,2023-03-29,Pending,Credit Card,5.99
2552,2954,2024-01-30,Completed,Credit Card,5.99
2553,1054,2022-05-28,Completed,Debit Card,9.99
2554,1447,2023-04-20,Completed,Debit Card,9.99
2555,618,2021-03-12,Completed,PayPal,0.0
2556,2534,2022-07-25,Completed,Debit Card,5.99
2557,2170,2021-08-13,Completed,Credit Card,0.0
2558,1344,2021-12-13,Completed,Debit Card,0.0
2559,3473,2023-05-07,Completed,Credit Card,5.99
2560,3586,2021-08-03,Completed,Credit Card,5.99
2561,2002,2023-03-23,Completed,PayPal,0.0
2562,2995,2023-01-21,Completed,Debit Card,5.99
2563,1640,2022-10-28,Completed,PayPal,5.99
2564,4592,2022-09-29,Completed,Debit Card,5.99
2565,2176,2021-09-23,Completed,Debit Card,9.99
2566,1115,2023-08-15,Cancelled,,9.99
2567,2589,2022-05-23,Pending,Credit Card,14.99
2568,3477,2022-02-07,Completed,Credit Card,5.99
2569,983,2023-08-19,Completed,Credit Card,5.99
2570,1014,2021-04-25,Completed,Credit Card,9.99
2571,3354,2021-09-28,Completed,Credit Card,9.99
2572,891,2021-09-05,Completed,Cash,9.99
2573,2562,2022-09-02,Completed,Debit Card,5.99
2574,4677,2023-02-20,Completed,Debit Card,0.0
2575,2549,2021-06-08,Completed,Credit Card,9.99
2576,2213,2023-03-01,Completed,Credit Card,9.99
2577,1161,2021-03-13,Completed,Credit Card,9.99
2578,3385,2022-10-01,Completed,Debit Card,0.0
2579,699,2023-08-28,Pending,Credit Card,5.99
2580,4375,2023-02-18,Completed,Debit Card,5.99
2581,2255,2021-05-30,Completed,Debit Card,9.99
2582,2699,2021-04-14,Completed,PayPal,9.99
2583,2578,2021-11-01,Completed,Credit Card,0.0
2584,1718,2023-05-26,Completed,PayPal,5.99
2585,3593,2023-01-22,Completed,Debit Card,0.0
2586,2595,2022-06-24,Completed,Debit Card,5.99
2587,4386,2022-08-25,Completed,Credit Card,5.99
2588,1264,2021-06-19,Completed,Credit Card,9.99
2589,3289,2021-04-02,Completed,Credit Card,9.99
2590,4342,2022-06-28,Completed,Cash,5.99
2591,1043,2022-02-11,Completed,Credit Card,5.99
2592,3021,2023-09-30,Completed,Cash,5.99
2593,492,2023-08-11,Completed,Credit Card,5.99
2594,4374,2021-03-09,Cancelled,Credit Card,14.99
2595,873,2021-12-08,Completed,Debit Card,9.99
2596,2210,2023-04-29,Returned,Credit Card,0.0
2597,4756,2023-07-28,Completed,Cash,5.99
2598,2548,2021-03-09,Completed,PayPal,0.0
2599,258,2022-11-08,Returned,Debit Card,5.99
2600,1499,2021-01-22,Completed,Debit Card,5.99
2601,1569,2022-02-26,Completed,Debit Card,0.0
2602,1095,2022-10-21,Completed,Cash,9.99
2603,1597,2023-04-27,Completed,Credit Card,5.99
2604,2846,2021-12-11,Pending,PayPal,14.99
2605,4548,2022-05-02,Completed,Debit Card,0.0
2606,3035,2023-07-13,Completed,Cash,9.99
2607,4860,2022-01-18,Completed,PayPal,9.99
2608,1885,2022-07-16,Completed,Cash,0.0
2609,2850,2023-03-25,Completed,Debit Card,5.99
2610,4188,2022-07-04,Completed,Credit Card,9.99
2611,459,2022-10-29,Completed,Debit Card,5.99
2612,1690,2023-03-25,Completed,Debit Card,5.99
2613,2731,2021-01-20,Pending,PayPal,14.99
2614,1405,2022-08-26,Completed,Credit Card,0.0
2615,4162,2024-01-06,Completed,Debit Card,5.99
2616,4243,2023-01-02,Completed,,5.99
2617,248,2021-06-26,Completed,PayPal,5.99
2618,2754,2021-06-24,Completed,Credit Card,0.0
2619,230,2021-03-06,Returned,Debit Card,5.99
2620,4062,2023-04-09,Completed,Credit Card,9.99
2621,2590,2022-10-18,Cancelled,Credit Card,5.99
2622,374,2023-03-16,Completed,Cash,5.99
2623,4073,2022-04-27,Completed,,0.0
2624,4166,2021-12-27,Completed,Credit Card,9.99
2625,722,2022-01-17,Completed,Credit Card,5.99
2626,4800,2023-04-08,Completed,Debit Card,14.99
2627,3696,2023-09-21,Cancelled,Debit Card,0.0
2628,1736,2021-05-26,Completed,Credit Card,5.99
2629,2955,2021-08-25,Pending,Debit Card,0.0
2630,2124,2021-06-07,Completed,Credit Card,5.99
2631,2415,2023-10-04,Completed,PayPal,0.0
2632,1078,2023-11-08,Completed,PayPal,9.99
2633,2934,2022-11-21,Completed,Cash,9.99
2634,1482,2021-08-22,Returned,Cash,0.0
2635,2298,2022-01-04,Completed,Credit Card,0.0
2636,3878,2022-12-13,Completed,Credit Card,9.99
2637,4034,2021-12-17,Completed,Debit Card,5.99
2638,4004,2023-07-20,Completed,Credit Card,5.99
2639,3953,2022-01-01,Completed,Credit Card,0.0
2640,2074,2021-06-08,Completed,Credit Card,5.99
2641,2337,2023-04-11,Completed,Credit Card,0.0
2642,2241,2022-08-20,Completed,Debit Card,5.99
2643,4633,2021-10-13,Completed,Credit Card,5.99
2644,3200,2021-10-26,Completed,Credit Card,9.99
2645,2168,2021-09-25,Completed,Debit Card,5.99
2646,4812,2021-10-18,Completed,Credit Card,5.99
2647,2010,2022-12-15,Completed,Cash,0.0
2648,278,2022-05-21,Completed,Credit Card,14.99
2649,2508,2024-01-24,Completed,Debit Card,5.99
2650,3500,2022-06-11,Completed,Credit Card,0.0
2651,2313,2021-05-25,Completed,Credit Card,0.0
2652,434,2023-06-27,Completed,Credit Card,0.0
2653,400,2022-11-08,Completed,Debit Card,0.0
2654,3562,2023-09-07,Completed,PayPal,5.99
2655,72,2023-03-11,Completed,Debit Card,5.99
2656,3167,2021-06-27,Completed,Credit Card,14.99
2657,4656,2023-10-01,Completed,Credit Card,0.0
2658,4359,2023-04-10,Completed,Credit Card,9.99
2659,4187,2023-02-06,Completed,Credit Card,5.99
2660,1112,2023-09-20,Completed,Credit Card,0.0
2661,3197,2021-11-28,Completed,Cash,14.99
2662,2439,2021-11-24,Completed,Debit Card,9.99
2663,4476,2022-06-14,Completed,Debit Card,5.99
2664,3559,2023-01-16,Completed,Debit Card,5.99
2665,1032,2023-12-03,Completed,PayPal,14.99
2666,3748,2023-12-02,Completed,Credit Card,5.99
2667,2984,2022-04-28,Completed,PayPal,0.0
2668,2991,2023-06-12,Completed,PayPal,0.0
2669,1704,2023-06-06,Cancelled,Credit Card,5.99
2670,4071,2021-01-29,Completed,Credit Card,5.99
2671,3790,2023-10-21,Completed,Cash,9.99
2672,4864,2022-03-19,Completed,PayPal,0.0
2673,1867,2022-04-27,Cancelled,Credit Card,14.99
2674,4608,2022-08-02,Completed,Debit Card,5.99
2675,2881,2021-04-08,Completed,Credit Card,5.99
2676,2378,2023-11-19,Completed,Credit Card,0.0
2677,3112,2022-02-16,Completed,Credit Card,14.99
2678,170,2022-02-03,Returned,Credit Card,5.99
2679,4775,2023-08-25,Completed,Debit Card,5.99
2680,825,2023-11-14,Completed,PayPal,14.99
2681,1145,2022-03-23,Pending,PayPal,14.99
2682,994,2023-03-15,Completed,Credit Card,0.0
2683,182,2021-08-19,Completed,PayPal,14.99
2684,2083,2022-12-22,Completed,Credit Card,9.99
2685,200,2022-01-09,Completed,Credit Card,0.0
2686,3833,2023-03-08,Completed,Cash,0.0
2687,1288,2023-04-30,Completed,Credit Card,5.99
2688,2953,2023-12-06,Completed,Credit Card,5.99
2689,2075,2023-04-12,Completed,Credit Card,9.99
2690,2902,2023-02-23,Completed,Credit Card,0.0
2691,1623,2023-11-27,Completed,PayPal,9.99
2692,4941,2021-02-18,Cancelled,Cash,9.99
2693,3565,2024-01-16,Completed,PayPal,5.99
2694,357,2021-02-15,Completed,PayPal,14.99
2695,759,2023-09-13,Pending,Debit Card,9.99
2696,3557,2023-01-27,Completed,PayPal,0.0
2697,496,2023-05-05,Completed,Credit Card,9.99
2698,4699,2022-11-19,Completed,Cash,14.99
2699,1824,2022-05-04,Completed,Credit Card,0.0
2700,1158,2021-04-15,Completed,Cash,14.99
2701,2072,2021-02-21,Returned,Credit Card,0.0
2702,3840,2021-04-12,Completed,Debit Card,5.99
2703,255,2022-01-17,Completed,Debit Card,9.99
2704,3608,2021-10-21,Completed,Cash,9.99
2705,4618,2023-09-20,Completed,PayPal,9.99
2706,1175,2023-01-17,Completed,Credit Card,5.99
2707,3254,2021-01-28,Completed,Debit Card,5.99
2708,1115,2022-02-18,Completed,Credit Card,5.99
2709,2954,2023-04-18,Completed,Credit Card,5.99
2710,854,2021-02-02,Completed,Credit Card,5.99
2711,3907,2022-07-30,Completed,Credit Card,9.99
2712,2431,2023-08-22,Completed,Debit Card,5.99
2713,1649,2021-01-12,Completed,Cash,5.99
2714,1019,2021-11-15,Completed,Cash,0.0
2715,3230,2021-03-15,Completed,Credit Card,5.99
2716,466,2022-04-26,Returned,Credit Card,0.0
2717,1783,2022-03-31,Completed,Credit Card,5.99
2718,1079,2023-07-16,Pending,Credit Card,0.0
2719,3046,2021-06-28,Completed,Credit Card,0.0
2720,482,2022-06-27,Returned,Credit Card,5.99
2721,1894,2021-10-18,Completed,Debit Card,5.99
2722,4789,2021-08-17,Pending,Debit Card,5.99
2723,2435,2022-03-19,Completed,Debit Card,0.0
2724,2020,2023-08-26,Completed,Credit Card,14.99
2725,4895,2022-08-15,Pending,Debit Card,0.0
2726,4166,2023-07-10,Completed,PayPal,9.99
2727,4352,2021-12-28,Completed,Credit Card,9.99
2728,2119,2023-10-19,Completed,Credit Card,0.0
2729,2191,2022-04-12,Pending,Credit Card,5.99
