review_id,order_id,product_id,rating,review_text,review_date
2323,13778,149,5,Love it!,2022-10-08
2324,12545,127,3,Not bad,2023-01-22
2325,3823,124,2,Below expectations,2021-08-19
2326,14547,182,3,,2022-08-26
2327,1873,128,3,Decent,2023-08-26
2328,4438,117,4,Nice product,2023-07-14
2329,11906,4,4,Good quality,2023-12-09
2330,3445,195,5,Excellent product!,2022-02-04
2331,14035,182,3,Average product,2022-08-08
2332,11203,4,4,Works well,2022-05-31
2333,11060,141,2,Disappointed,2023-10-31
2334,8572,135,4,Good quality,2022-04-19
2335,8344,191,4,Works well,2023-06-08
2336,9036,9,5,Excellent product!,2022-02-24
2337,8261,102,5,,2021-10-24
2338,13459,103,5,Highly recommend!,2023-05-03
2339,12682,121,5,Love it!,2023-12-28
2340,9024,87,1,Poor quality,2023-01-22
2341,1937,124,5,Excellent product!,2022-12-17
2342,112,61,2,,2022-11-05
2343,12702,14,4,Nice product,2021-06-10
2344,11997,128,2,Could be better,2021-07-17
2345,11748,62,5,,2021-02-09
2346,13102,77,1,Waste of money,2022-12-08
2347,12755,108,4,Good quality,2021-01-16
2348,11892,34,4,Nice product,2022-12-25
2349,1863,17,3,Average product,2022-06-27
2350,5183,130,4,Nice product,2023-01-06
2351,11977,133,5,Highly recommend!,2023-06-13
2352,9899,121,4,,2021-05-04
2353,12349,85,4,Works well,2023-10-15
2354,14901,160,5,Excellent product!,2021-06-16
2355,6180,115,4,Nice product,2021-05-30
2356,13240,20,5,Highly recommend!,2022-03-12
2357,14156,129,4,Nice product,2021-03-19
2358,10667,179,5,Love it!,2021-12-29
2359,4356,123,3,Decent,2022-05-31
2360,13814,165,4,Good quality,2022-07-20
2361,12985,166,5,Excellent product!,2021-12-25
2362,11624,4,4,Good quality,2022-11-07
2363,9467,29,4,Satisfied with purchase,2022-09-25
2364,97,12,4,Good quality,2023-02-09
2365,5163,44,2,Disappointed,2021-04-20
2366,11336,200,5,Best purchase ever!,2022-08-06
2367,5359,182,4,Satisfied with purchase,2023-08-10
2368,3521,15,4,Good quality,2021-05-14
2369,13333,139,4,Satisfied with purchase,2021-09-19
2370,8976,200,4,Satisfied with purchase,2023-08-14
2371,12654,154,5,Excellent product!,2022-02-03
2372,1255,19,4,Satisfied with purchase,2022-08-10
2373,7549,112,3,Average product,2021-01-31
2374,7510,131,5,Highly recommend!,2021-02-23
2375,2691,79,5,Excellent product!,2022-01-12
2376,1179,30,4,Good quality,2021-02-24
2377,2878,126,5,Love it!,2021-02-10
2378,13143,83,4,Works well,2022-03-24
2379,13482,104,1,Do not buy,2021-11-09
2380,9094,156,2,Disappointed,2022-06-03
2381,4567,133,3,Not bad,2022-08-04
2382,6167,192,5,Excellent product!,2021-12-06
2383,8282,162,5,Love it!,2021-06-17
2384,12335,156,5,Excellent product!,2023-03-28
2385,7887,64,4,Satisfied with purchase,2021-08-23
2386,13392,55,4,Nice product,2022-05-17
2387,3150,44,1,Poor quality,2023-01-16
2388,4396,92,3,Decent,2021-11-08
2389,7600,132,4,Works well,2022-05-13
2390,3092,99,5,Excellent product!,2023-09-18
2391,8603,162,4,Good quality,2023-12-21
2392,9411,194,4,Works well,2023-01-20
2393,9866,33,5,Excellent product!,2021-11-13
2394,14994,92,4,,2021-08-16
2395,12579,17,3,It's okay,2022-08-09
2396,11265,172,4,Works well,2022-09-24
2397,13275,94,5,Highly recommend!,2022-02-16
2398,302,34,5,Best purchase ever!,2022-03-06
2399,13187,52,4,Nice product,2021-01-27
2400,1793,133,5,Highly recommend!,2021-10-19
2401,5246,107,5,Highly recommend!,2023-05-12
2402,13341,159,2,Below expectations,2021-11-20
2403,8873,88,5,Best purchase ever!,2021-01-30
2404,3163,88,5,Excellent product!,2021-08-19
2405,11444,59,4,Works well,2021-09-28
2406,4789,149,4,Good quality,2023-11-17
2407,7346,175,4,Good quality,2022-01-10
2408,7671,104,5,Best purchase ever!,2022-08-31
2409,12729,2,5,Best purchase ever!,2022-07-06
2410,4933,51,4,,2021-08-28
2411,8459,84,5,Best purchase ever!,2021-03-04
2412,9717,189,5,Best purchase ever!,2023-12-08
2413,6087,160,4,Works well,2021-07-27
2414,3029,176,3,Decent,2022-02-05
2415,2333,77,4,,2021-02-01
2416,4109,188,5,Love it!,2022-05-16
2417,11127,187,4,Nice product,2023-05-03
2418,11823,119,4,Satisfied with purchase,2022-07-12
2419,10895,17,2,Could be better,2023-01-18
2420,2688,136,4,Good quality,2023-04-03
2421,10517,11,1,Do not buy,2023-11-17
2422,2033,7,1,,2023-08-22
2423,12445,117,3,Average product,2022-01-19
2424,8320,160,2,Could be better,2021-10-30
2425,14308,169,3,Average product,2022-02-03
2426,2344,156,5,Highly recommend!,2023-12-03
2427,2975,112,5,Excellent product!,2021-12-18
2428,10028,193,2,Below expectations,2021-04-02
2429,11251,93,2,,2022-02-09
2430,10879,10,4,Works well,2021-07-14
2431,4768,162,5,,2021-02-24
2432,14247,110,5,Highly recommend!,2023-11-22
2433,10531,63,4,Nice product,2021-08-11
2434,5161,102,4,Works well,2021-08-12
2435,14164,25,5,Excellent product!,2023-12-06
2436,11075,139,4,Nice product,2023-11-27
2437,1542,34,5,Highly recommend!,2021-10-02
2438,6655,4,5,Love it!,2021-02-18
2439,14481,113,5,Best purchase ever!,2022-05-30
2440,774,176,3,Average product,2023-07-29
2441,2671,160,4,Nice product,2021-10-14
2442,14755,99,5,Excellent product!,2023-10-27
2443,3534,186,5,Love it!,2023-03-20
2444,6035,57,3,Not bad,2022-05-03
2445,601,83,4,Nice product,2021-09-07
2446,8775,129,5,Love it!,2023-10-30
2447,4793,29,4,Works well,2021-10-31
2448,7496,144,4,Works well,2023-09-04
2449,8574,158,4,Nice product,2021-07-23
2450,9816,28,4,Good quality,2022-11-06
2451,8002,175,3,Average product,2021-05-31
2452,13915,100,4,Satisfied with purchase,2023-05-11
2453,10165,34,5,Best purchase ever!,2022-07-29
2454,11155,30,4,Good quality,2022-01-06
2455,11620,126,4,Works well,2022-08-29
2456,14585,184,2,Not great,2022-01-16
2457,13369,91,2,Not great,2021-08-29
2458,2051,12,3,It's okay,2022-09-05
2459,11484,29,5,Excellent product!,2021-09-03
2460,10085,66,5,Best purchase ever!,2021-05-06
2461,9505,5,5,Love it!,2023-10-14
2462,3182,80,1,Terrible,2021-08-12
2463,3897,108,4,Works well,2023-10-26
2464,3703,94,4,Works well,2023-01-29
2465,8883,186,5,Excellent product!,2023-05-16
2466,14289,75,3,It's okay,2022-08-24
2467,5203,2,5,Best purchase ever!,2021-04-11
2468,13996,102,5,Excellent product!,2021-06-03
2469,8738,90,5,Best purchase ever!,2022-03-08
2470,5388,144,4,Good quality,2021-06-13
2471,8418,22,2,Not great,2021-07-09
2472,9245,44,2,Below expectations,2022-02-01
2473,6460,160,2,Disappointed,2021-01-18
2474,2822,123,2,Disappointed,2021-12-30
2475,9038,81,5,Love it!,2021-12-24
2476,14404,39,5,Highly recommend!,2022-02-10
2477,7594,131,2,Disappointed,2021-05-11
2478,6016,40,2,Not great,2022-03-19
2479,11301,113,4,Works well,2022-05-21
2480,12909,126,5,Love it!,2023-08-02
2481,10875,149,5,Love it!,2023-11-25
2482,4986,176,1,Waste of money,2023-09-05
2483,2863,58,4,Nice product,2022-11-26
2484,4298,7,5,Best purchase ever!,2021-11-03
2485,11558,131,5,Love it!,2022-05-30
2486,14703,162,4,Satisfied with purchase,2022-10-17
2487,4398,52,3,,2023-01-11
2488,8954,50,3,It's okay,2023-03-08
2489,10032,75,5,,2023-05-10
2490,4138,182,4,Works well,2021-12-22
2491,2046,184,3,Not bad,2023-09-08
2492,3585,66,5,Highly recommend!,2023-09-19
2493,579,116,5,Best purchase ever!,2022-03-01
2494,8455,57,4,Satisfied with purchase,2021-05-05
2495,10365,76,5,Love it!,2021-12-13
2496,14645,28,2,Not great,2023-02-20
2497,8291,156,5,Excellent product!,2022-07-25
2498,559,56,5,Excellent product!,2021-11-23
2499,430,190,1,Poor quality,2021-09-03
2500,7070,173,5,,2022-10-11
2501,8631,26,5,Love it!,2023-06-29
2502,7568,35,5,Highly recommend!,2023-12-10
2503,11448,29,3,Average product,2022-06-27
2504,5004,43,5,Best purchase ever!,2021-04-29
2505,2448,3,5,Best purchase ever!,2021-11-03
2506,12414,69,4,Satisfied with purchase,2022-06-23
2507,3138,161,5,Love it!,2021-03-27
2508,7036,193,4,Satisfied with purchase,2023-03-17
2509,14114,12,3,Decent,2023-09-09
2510,11613,13,2,Could be better,2022-10-25
2511,14817,197,5,Love it!,2021-04-30
2512,354,73,3,Not bad,2023-03-01
2513,7031,40,4,Good quality,2023-12-12
2514,3359,148,4,Works well,2022-10-29
2515,4040,119,1,,2021-09-05
2516,10918,79,5,Love it!,2023-12-28
2517,2123,177,4,Satisfied with purchase,2021-09-01
2518,12546,98,3,Average product,2023-01-14
2519,7811,84,5,Love it!,2022-09-16
2520,1458,103,5,Best purchase ever!,2022-10-31
2521,5139,154,4,Satisfied with purchase,2022-10-15
2522,461,5,5,Best purchase ever!,2023-03-19
2523,13960,190,2,Not great,2021-10-20
2524,605,90,4,Satisfied with purchase,2023-04-18
2525,2391,111,1,Poor quality,2022-01-03
2526,2607,168,5,Highly recommend!,2021-06-04
2527,14274,85,5,Highly recommend!,2023-04-24
2528,10692,100,2,Could be better,2021-12-27
2529,9209,84,2,Disappointed,2021-02-18
2530,4151,98,5,Love it!,2021-01-24
2531,3766,51,4,,2022-08-01
2532,4209,132,5,Excellent product!,2023-08-22
2533,11815,171,4,Nice product,2022-06-18
2534,5897,4,3,It's okay,2021-05-05
2535,3200,77,4,Works well,2023-10-01
2536,14655,44,3,,2022-01-13
2537,3284,163,4,Works well,2021-05-17
2538,8777,180,5,Love it!,2023-11-20
2539,8923,97,4,Nice product,2023-01-04
2540,2846,49,5,Highly recommend!,2023-01-14
2541,11552,28,4,,2021-08-30
2542,12602,121,3,It's okay,2023-11-19
2543,13485,75,3,Average product,2022-04-13
2544,14473,141,3,Not bad,2022-03-02
2545,998,138,5,Love it!,2023-12-29
2546,3810,53,2,Disappointed,2023-02-10
2547,12586,45,4,Satisfied with purchase,2021-03-14
2548,12394,143,3,It's okay,2021-08-05
2549,4534,87,3,Not bad,2022-08-30
2550,4149,135,1,Waste of money,2022-07-13
2551,10317,180,4,Works well,2022-04-09
2552,13234,59,5,Highly recommend!,2023-02-07
2553,5444,145,2,Below expectations,2022-05-12
2554,14986,192,5,Best purchase ever!,2021-03-04
2555,9223,11,5,Highly recommend!,2021-05-11
2556,9324,196,3,Average product,2022-03-06
2557,5679,137,5,Highly recommend!,2021-02-03
2558,3528,144,5,Excellent product!,2023-03-13
2559,5312,132,4,Satisfied with purchase,2023-06-24
2560,147,95,5,Best purchase ever!,2023-03-07
2561,12621,97,2,Not great,2021-05-02
2562,4101,186,3,Not bad,2023-07-24
2563,2335,48,3,Decent,2021-04-14
2564,11974,47,5,Best purchase ever!,2022-07-31
2565,6099,10,5,Excellent product!,2023-05-06
2566,1505,52,5,Best purchase ever!,2021-06-14
2567,791,41,3,Average product,2021-02-26
2568,14259,179,4,Works well,2022-02-01
2569,13157,25,1,Poor quality,2023-11-23
2570,3577,127,5,Excellent product!,2023-09-07
2571,4509,65,4,Satisfied with purchase,2021-08-27
2572,13251,85,4,Satisfied with purchase,2021-06-19
2573,5678,17,4,Works well,2022-10-22
2574,13166,16,4,Nice product,2022-04-19
2575,7288,164,3,It's okay,2022-06-09
2576,462,192,5,Excellent product!,2021-12-24
2577,6176,70,4,Works well,2023-07-11
2578,9933,135,4,Satisfied with purchase,2023-08-01
2579,340,193,5,Best purchase ever!,2022-10-11
2580,226,35,5,Highly recommend!,2022-07-03
2581,13062,45,2,Not great,2023-10-01
2582,14908,124,5,Excellent product!,2022-10-17
2583,12736,123,5,Best purchase ever!,2023-01-22
2584,5507,66,4,Works well,2021-03-03
2585,1732,104,3,Not bad,2023-01-03
2586,8446,96,3,It's okay,2021-05-02
2587,10457,158,5,Excellent product!,2022-02-11
2588,7197,186,4,Nice product,2022-10-15
2589,12768,36,5,Best purchase ever!,2023-09-03
2590,5530,90,5,Love it!,2023-08-23
2591,13433,31,2,Could be better,2022-04-03
2592,3275,180,4,Good quality,2021-03-04
2593,2241,111,4,Nice product,2021-07-20
2594,6173,179,4,Works well,2021-05-17
2595,3994,85,4,Satisfied with purchase,2023-01-01
2596,5278,92,5,,2021-03-30
2597,12775,13,4,,2022-12-19
2598,13099,74,5,Excellent product!,2021-01-23
2599,5345,145,5,Love it!,2023-09-19
2600,7531,184,4,Satisfied with purchase,2023-05-24
2601,12442,23,4,Nice product,2021-05-24
2602,13353,170,4,Satisfied with purchase,2021-11-13
2603,14917,31,1,Waste of money,2022-05-04
2604,14488,30,2,Disappointed,2021-04-24
2605,8642,78,3,Not bad,2021-11-04
2606,8499,105,4,Good quality,2021-05-11
2607,9105,71,4,Good quality,2023-11-29
2608,14312,138,3,Average product,2021-05-11
2609,4610,145,4,Works well,2022-08-27
2610,1023,153,5,Excellent product!,2022-01-02
2611,14861,130,5,Excellent product!,2023-05-02
2612,13564,63,4,Works well,2022-03-14
2613,9230,131,5,Love it!,2023-12-16
2614,1806,103,4,Works well,2023-02-28
2615,7278,19,4,Satisfied with purchase,2022-06-02
2616,2244,66,4,Satisfied with purchase,2021-01-03
2617,3634,24,4,Works well,2021-09-18
2618,2378,157,5,Excellent product!,2022-10-29
2619,3051,86,4,Works well,2023-07-06
2620,9036,163,4,Works well,2022-03-08
2621,14345,139,4,Nice product,2023-04-28
2622,12861,56,5,Best purchase ever!,2022-02-01
2623,13972,197,5,,2022-09-04
2624,9146,84,3,Decent,2022-10-15
2625,13244,199,1,Terrible,2021-05-02
2626,1465,126,4,Nice product,2022-08-03
2627,12706,123,2,Below expectations,2022-07-30
2628,1034,94,4,Nice product,2021-06-16
2629,2450,1,3,Decent,2023-10-20
2630,1102,193,5,Highly recommend!,2021-08-09
2631,3615,197,2,Disappointed,2022-09-17
2632,1009,79,5,Highly recommend!,2022-12-21
2633,7811,132,2,Disappointed,2021-10-23
2634,2111,182,4,Good quality,2022-05-01
2635,12120,118,4,Nice product,2021-09-24
2636,5042,125,5,,2021-11-02
2637,13665,166,3,Not bad,2022-11-30
2638,4489,61,4,Satisfied with purchase,2022-11-05
2639,488,55,1,Do not buy,2021-06-04
2640,5629,3,4,Nice product,2021-08-17
2641,2481,30,3,Not bad,2021-07-19
2642,4570,107,5,Highly recommend!,2023-06-13
2643,3104,151,4,Satisfied with purchase,2023-10-29
2644,7585,98,4,Satisfied with purchase,2022-12-26
2645,14917,25,3,Average product,2021-03-15
2646,8458,182,5,Highly recommend!,2023-06-19
2647,7258,3,1,,2022-04-25
2648,874,120,2,Not great,2023-02-05
2649,357,177,5,Best purchase ever!,2022-05-31
2650,341,191,4,Nice product,2022-09-27
2651,1148,156,2,,2023-11-24
2652,1471,169,4,Good quality,2023-04-16
2653,7057,44,3,Decent,2022-07-18
2654,12001,171,4,Satisfied with purchase,2021-10-07
2655,8446,30,5,Excellent product!,2023-06-11
2656,12827,25,1,Do not buy,2021-05-07
2657,2566,183,5,Love it!,2023-06-22
2658,10781,148,4,Satisfied with purchase,2023-05-11
2659,3280,144,5,,2021-05-30
2660,7489,27,4,Works well,2021-09-03
2661,12537,108,5,Excellent product!,2021-10-01
2662,7839,186,4,,2022-11-20
2663,12055,135,5,Excellent product!,2023-07-19
2664,49,81,4,Works well,2023-09-04
2665,10653,149,4,Works well,2022-04-01
2666,1952,176,4,Works well,2023-09-01
2667,1032,114,3,,2023-04-30
2668,2998,129,5,Excellent product!,2022-12-09
2669,13934,31,4,Satisfied with purchase,2021-05-07
2670,9527,90,4,Satisfied with purchase,2021-05-20
2671,5104,109,5,Best purchase ever!,2021-06-05
2672,14410,182,2,Below expectations,2023-07-08
2673,6625,200,5,Love it!,2022-01-24
2674,11597,44,4,Nice product,2023-01-03
2675,1629,163,3,It's okay,2023-01-29
2676,1633,49,5,Best purchase ever!,2022-09-06
2677,10338,39,5,Excellent product!,2021-06-25
2678,5173,57,1,Do not buy,2022-05-20
2679,5558,13,5,Excellent product!,2022-02-10
2680,974,126,1,Do not buy,2022-09-21
2681,6548,2,1,Waste of money,2023-08-15
2682,8543,16,3,Not bad,2022-07-19
2683,6184,82,5,,2021-02-16
2684,14876,9,4,Nice product,2021-08-11
2685,4759,46,4,Works well,2021-07-10
2686,1947,9,5,Best purchase ever!,2022-05-17
2687,8450,76,3,Average product,2022-12-02
2688,14685,160,5,Highly recommend!,2022-01-18
2689,638,198,4,Nice product,2023-05-05
2690,6316,41,5,Best purchase ever!,2022-12-29
2691,4237,85,4,Nice product,2022-06-17
2692,9239,70,5,Excellent product!,2022-05-30
2693,8718,118,5,Love it!,2022-06-06
2694,14632,170,3,Average product,2023-02-07
2695,12439,29,2,Below expectations,2021-04-08
2696,2336,98,2,,2022-04-26
2697,5080,141,4,Good quality,2023-09-15
2698,10603,107,1,Terrible,2022-12-21
2699,2170,143,4,Good quality,2021-07-19
2700,6927,176,5,Best purchase ever!,2021-10-19
2701,11152,183,5,Highly recommend!,2023-10-27
2702,12748,187,5,Best purchase ever!,2022-07-30
2703,10532,179,2,Below expectations,2023-04-16
2704,10701,24,5,Best purchase ever!,2022-10-10
2705,4365,183,2,Below expectations,2022-01-05
2706,5838,41,5,Best purchase ever!,2023-02-26
2707,12971,128,2,Disappointed,2022-08-18
2708,7647,5,5,Love it!,2022-12-12
2709,7227,121,4,Good quality,2021-02-10
2710,13065,159,5,Highly recommend!,2021-07-27
2711,101,152,3,It's okay,2022-08-02
2712,4558,73,2,Disappointed,2021-09-29
2713,9264,78,4,Works well,2021-03-22
2714,14338,93,4,Works well,2023-04-02
2715,1226,110,5,Excellent product!,2022-03-31
2716,11417,186,4,Satisfied with purchase,2022-08-31
2717,8277,159,4,Nice product,2022-11-11
2718,13357,189,4,Works well,2022-02-17
2719,2322,118,4,Good quality,2021-03-07
2720,6742,96,5,Excellent product!,2022-02-02
2721,7129,8,5,Excellent product!,2021-12-26
2722,4210,191,4,Works well,2022-10-08
2723,7418,199,2,Disappointed,2021-10-17
2724,12035,16,4,Satisfied with purchase,2023-06-13
2725,5049,87,4,Works well,2022-08-12
2726,6392,193,4,Nice product,2021-01-01
2727,13464,46,3,Decent,2021-03-23
2728,818,151,4,Satisfied with purchase,2022-10-07
2729,6077,166,5,Highly recommend!,2021-04-26
2730,5594,161,3,Not bad,2021-12-21
2731,967,174,5,Excellent product!,2021-05-08
2732,4881,173,3,Not bad,2023-12-27
2733,14900,44,4,Works well,2023-12-01
2734,1980,190,4,Satisfied with purchase,2023-01-08
2735,11801,155,5,Excellent product!,2023-01-23
2736,9174,136,4,Good quality,2021-06-20
2737,7767,46,5,,2021-01-25
2738,9163,127,5,Best purchase ever!,2022-10-11
2739,12112,139,3,It's okay,2022-02-04
2740,7350,79,4,Good quality,2023-04-22
2741,7329,67,1,Waste of money,2021-11-06
2742,14572,7,3,Average product,2022-09-14
2743,9777,199,1,Poor quality,2022-09-20
2744,10537,64,4,,2022-04-25
2745,10726,39,5,Best purchase ever!,2023-10-10
2746,11927,11,5,Love it!,2022-07-08
2747,3726,77,2,Not great,2021-11-16
2748,1167,52,3,Not bad,2021-02-24
2749,8743,73,4,Good quality,2021-05-21
2750,13507,107,5,Excellent product!,2022-11-11
2751,13968,191,5,Highly recommend!,2023-07-26
2752,12165,137,4,Satisfied with purchase,2021-12-19
2753,7818,105,3,Not bad,2023-02-26
2754,5618,71,4,Works well,2021-11-06
2755,7332,175,3,Decent,2023-05-11
2756,6579,46,3,Not bad,2021-12-23
2757,5650,197,1,Do not buy,2021-10-12
2758,8770,85,5,Excellent product!,2023-04-07
2759,5157,46,5,Love it!,2023-06-07
2760,320,107,2,Below expectations,2023-11-30
2761,9001,80,3,It's okay,2023-10-01
2762,2513,6,3,Not bad,2023-03-01
2763,12004,102,4,Satisfied with purchase,2021-06-24
2764,10161,103,4,Works well,2023-04-25
2765,4325,41,2,Disappointed,2023-02-11
2766,1004,162,1,Do not buy,2021-05-25
2767,8132,64,3,Average product,2022-08-09
2768,8999,5,4,Works well,2023-07-25
2769,14319,135,4,Works well,2022-11-09
2770,5693,191,5,Best purchase ever!,2021-10-18
2771,5810,90,4,,2021-01-28
2772,9167,22,4,Works well,2021-08-12
2773,1197,41,5,Love it!,2021-04-01
2774,11488,152,4,Satisfied with purchase,2023-01-03
2775,12374,133,4,Good quality,2022-11-17
2776,11099,65,4,Satisfied with purchase,2023-08-16
2777,2494,145,5,Best purchase ever!,2023-02-04
2778,2783,143,3,It's okay,2022-07-30
2779,7030,112,5,Excellent product!,2023-03-15
2780,2479,16,2,Not great,2022-04-19
2781,14712,12,3,It's okay,2022-02-11
2782,4869,182,4,Satisfied with purchase,2021-07-11
2783,10070,28,3,It's okay,2022-05-11
2784,1601,196,3,Decent,2021-04-04
2785,9450,8,3,Not bad,2021-01-24
2786,8296,117,2,Disappointed,2023-12-06
2787,11882,103,4,Nice product,2021-04-20
2788,10605,169,2,Below expectations,2021-09-11
2789,6772,52,5,Love it!,2023-05-26
2790,14875,133,3,It's okay,2022-01-06
2791,9660,156,4,Works well,2023-11-09
2792,6148,137,3,Average product,2021-11-05
2793,7730,106,3,Not bad,2021-10-13
2794,13866,139,5,Love it!,2023-08-09
2795,6959,7,4,Satisfied with purchase,2023-05-24
2796,3958,75,3,It's okay,2023-01-29
2797,5187,118,3,Decent,2023-05-25
2798,13852,101,5,Highly recommend!,2021-03-20
2799,1858,95,4,Satisfied with purchase,2022-07-13
2800,1392,16,4,Satisfied with purchase,2022-04-08
2801,2937,33,2,Could be better,2023-02-18
2802,14573,180,4,Good quality,2022-08-31
2803,4861,129,3,It's okay,2021-05-15
2804,11579,135,2,Not great,2022-05-18
2805,8987,200,4,Good quality,2021-09-25
2806,9800,127,4,Good quality,2022-11-25
2807,2872,3,4,Satisfied with purchase,2022-08-12
2808,11355,102,4,Nice product,2022-11-28
2809,10073,116,5,Highly recommend!,2023-02-26
2810,11409,50,4,Satisfied with purchase,2021-02-03
2811,14895,123,5,Best purchase ever!,2023-08-08
2812,4861,188,5,Highly recommend!,2023-10-05
2813,3619,160,5,Best purchase ever!,2021-09-02
2814,12348,159,4,Works well,2021-01-04
2815,12321,21,2,Could be better,2023-11-24
2816,13987,44,4,,2022-12-25
2817,1787,39,5,Love it!,2021-12-20
2818,7072,157,5,Love it!,2023-06-07
2819,9571,127,3,It's okay,2023-01-30
2820,8440,34,4,Good quality,2022-08-17
2821,11490,52,5,Excellent product!,2023-09-29
2822,9089,43,5,Love it!,2022-03-30
2823,8628,89,4,Satisfied with purchase,2023-10-10
2824,8819,182,1,Waste of money,2022-03-28
2825,14924,134,5,Best purchase ever!,2022-10-27
2826,11779,36,1,Do not buy,2023-04-26
2827,10333,127,3,Not bad,2023-10-28
2828,2937,196,4,Satisfied with purchase,2023-01-21
2829,390,111,2,Below expectations,2021-12-18
2830,9604,200,5,Love it!,2022-03-09
2831,2,167,4,Nice product,2023-09-30
2832,10358,47,4,Good quality,2021-03-27
2833,6114,135,4,Nice product,2022-01-16
2834,6661,167,1,Poor quality,2022-10-20
2835,10362,199,5,Best purchase ever!,2021-02-16
2836,3615,165,4,Nice product,2023-10-20
2837,10176,40,1,Waste of money,2021-12-01
2838,1147,105,5,Excellent product!,2023-08-04
2839,1211,19,5,Highly recommend!,2022-02-13
2840,14337,20,4,Nice product,2023-09-02
2841,6470,76,5,Highly recommend!,2022-10-27
2842,1508,29,4,Nice product,2023-12-14
2843,7924,101,2,Could be better,2022-01-03
2844,9907,187,5,Best purchase ever!,2021-04-28
2845,8869,123,3,It's okay,2022-07-03
2846,8250,88,5,,2021-03-13
2847,2724,2,4,Works well,2021-05-19
2848,119,86,3,It's okay,2022-06-17
2849,12775,150,4,Good quality,2023-04-23
2850,13713,142,4,Nice product,2023-11-13
2851,6262,11,5,Excellent product!,2022-12-15
2852,9761,53,3,Average product,2022-06-09
2853,13404,199,5,Highly recommend!,2021-12-29
2854,110,64,5,Excellent product!,2022-09-29
2855,13354,20,4,Satisfied with purchase,2023-04-15
2856,10514,93,4,Good quality,2022-07-01
2857,10506,118,5,,2022-11-11
2858,7889,45,5,Excellent product!,2021-03-18
2859,459,81,5,Best purchase ever!,2023-01-24
2860,2723,3,5,Highly recommend!,2021-10-17
2861,11779,164,1,Terrible,2021-09-20
2862,7817,134,5,Best purchase ever!,2021-08-12
2863,14390,199,5,Love it!,2023-05-02
2864,9561,117,4,Good quality,2021-09-13
2865,12660,176,3,Average product,2021-12-07
2866,368,188,2,Could be better,2023-05-24
2867,313,99,4,,2023-03-26
2868,2110,54,5,Excellent product!,2023-04-02
2869,743,132,5,Love it!,2022-09-23
2870,863,199,4,Nice product,2023-11-30
2871,206,95,5,Best purchase ever!,2023-11-25
2872,12267,187,4,Works well,2021-01-14
2873,10736,184,4,Nice product,2022-06-11
2874,11583,157,4,Good quality,2021-11-22
2875,5093,88,3,It's okay,2022-02-18
2876,10414,68,5,Highly recommend!,2022-08-02
2877,6308,180,3,Average product,2022-11-21
2878,2746,8,5,Best purchase ever!,2021-04-20
2879,8530,167,3,It's okay,2023-09-21
2880,883,151,4,Good quality,2022-11-21
2881,14381,98,2,Not great,2023-04-13
2882,1690,99,2,Not great,2021-09-02
2883,947,54,2,Below expectations,2023-11-28
2884,14369,91,5,Excellent product!,2023-04-12
2885,7696,126,4,Good quality,2021-04-30
2886,3072,154,5,Best purchase ever!,2023-05-09
2887,5443,131,5,Excellent product!,2021-06-27
2888,10901,37,3,Not bad,2023-12-14
2889,9647,127,3,It's okay,2022-05-21
2890,1173,148,5,Best purchase ever!,2021-07-13
2891,8167,1,2,Could be better,2021-06-15
2892,13180,62,3,Not bad,2023-02-10
2893,12834,38,5,Best purchase ever!,2022-09-26
2894,2103,68,4,,2021-12-14
2895,10030,130,5,Love it!,2023-07-19
2896,10818,37,5,Excellent product!,2023-05-11
2897,13595,67,5,Love it!,2022-01-18
2898,9294,143,5,Love it!,2021-01-16
2899,4268,200,3,Not bad,2023-12-17
2900,4409,33,5,Love it!,2021-09-16
2901,5571,144,4,Good quality,2021-09-06
2902,5659,155,3,Decent,2022-09-13
2903,3664,168,3,Average product,2022-09-18
2904,1113,100,3,It's okay,2022-03-22
2905,5880,131,2,,2021-07-19
2906,1936,168,4,,2023-01-27
2907,2605,71,5,Excellent product!,2022-08-16
2908,1074,132,3,Not bad,2023-06-13
2909,14174,179,5,,2023-09-21
2910,9086,42,4,Nice product,2021-08-10
2911,10915,13,5,,2022-05-25
2912,1533,50,2,Disappointed,2023-03-20
2913,14132,117,5,Highly recommend!,2021-12-14
2914,6344,185,4,Satisfied with purchase,2023-02-22
2915,2634,161,2,Not great,2021-02-02
2916,3603,191,4,Works well,2021-04-06
2917,11421,197,4,Nice product,2023-10-01
2918,12101,116,4,Nice product,2023-02-10
2919,2381,172,3,Not bad,2021-12-08
2920,9489,84,3,Average product,2022-05-13
2921,12217,127,4,Works well,2021-12-23
2922,12438,194,4,Satisfied with purchase,2022-10-11
2923,9245,63,5,Excellent product!,2021-01-11
2924,10228,64,5,Excellent product!,2023-03-29
2925,11876,195,3,Not bad,2022-08-31
2926,12544,96,4,Satisfied with purchase,2022-09-22
2927,14657,90,4,Good quality,2022-03-25
2928,11402,69,4,Satisfied with purchase,2023-03-16
2929,5656,53,5,Highly recommend!,2023-12-06
2930,13484,33,4,Satisfied with purchase,2021-02-15
2931,4672,87,2,Could be better,2021-02-28
2932,5876,150,4,Works well,2022-01-13
2933,12478,100,5,,2023-06-06
2934,11709,112,5,Excellent product!,2023-05-19
2935,10877,48,2,Not great,2023-01-20
2936,1413,90,4,Good quality,2022-05-16
